ID,time,evid,amt,cmt,ss,ii,addl,rate,LAGT,MODE,DUR2,RAT2,BIOAV,DV,CP
1,38,0,0,0,0,0,0,0,0,0,2,10,1,3045.2,3045.2
1,39,0,0,0,0,0,0,0,0,0,2,10,1,2882.2,2882.2
1,40,0,0,0,0,0,0,0,0,0,2,10,1,2728,2728
1,41,0,0,0,0,0,0,0,0,0,2,10,1,2582,2582
1,42,0,0,0,0,0,0,0,0,0,2,10,1,2443.8,2443.8
1,43,0,0,0,0,0,0,0,0,0,2,10,1,2313,2313
1,44,0,0,0,0,0,0,0,0,0,2,10,1,2189.2,2189.2
1,45,0,0,0,0,0,0,0,0,0,2,10,1,2072.1,2072.1
1,46,0,0,0,0,0,0,0,0,0,2,10,1,1961.2,1961.2
1,47,0,0,0,0,0,0,0,0,0,2,10,1,1856.2,1856.2
1,48,0,0,0,0,0,0,0,0,0,2,10,1,1756.9,1756.9
1,49,0,0,0,0,0,0,0,0,0,2,10,1,5417.3,5417.3
1,50,0,0,0,0,0,0,0,0,0,2,10,1,5965.1,5965.1
1,51,0,0,0,0,0,0,0,0,0,2,10,1,5832.8,5832.8
1,52,0,0,0,0,0,0,0,0,0,2,10,1,5562.4,5562.4
1,53,0,0,0,0,0,0,0,0,0,2,10,1,5274,5274
1,54,0,0,0,0,0,0,0,0,0,2,10,1,4993.9,4993.9
1,55,0,0,0,0,0,0,0,0,0,2,10,1,4727.1,4727.1
1,56,0,0,0,0,0,0,0,0,0,2,10,1,4474.2,4474.2
1,57,0,0,0,0,0,0,0,0,0,2,10,1,4234.8,4234.8
1,58,0,0,0,0,0,0,0,0,0,2,10,1,4008.2,4008.2
1,59,0,0,0,0,0,0,0,0,0,2,10,1,3793.7,3793.7
1,60,0,0,0,0,0,0,0,0,0,2,10,1,3590.7,3590.7
1,61,0,0,0,0,0,0,0,0,0,2,10,1,3398.5,3398.5
1,62,0,0,0,0,0,0,0,0,0,2,10,1,3216.7,3216.7
1,63,0,0,0,0,0,0,0,0,0,2,10,1,3044.5,3044.5
1,64,0,0,0,0,0,0,0,0,0,2,10,1,2881.6,2881.6
1,65,0,0,0,0,0,0,0,0,0,2,10,1,2727.4,2727.4
1,66,0,0,0,0,0,0,0,0,0,2,10,1,2581.4,2581.4
1,67,0,0,0,0,0,0,0,0,0,2,10,1,2443.3,2443.3
1,68,0,0,0,0,0,0,0,0,0,2,10,1,2312.5,2312.5
1,69,0,0,0,0,0,0,0,0,0,2,10,1,2188.8,2188.8
1,70,0,0,0,0,0,0,0,0,0,2,10,1,2071.6,2071.6
1,71,0,0,0,0,0,0,0,0,0,2,10,1,1960.8,1960.8
1,72,0,0,0,0,0,0,0,0,0,2,10,1,1855.8,1855.8
1,73,0,0,0,0,0,0,0,0,0,2,10,1,5511,5511
1,74,0,0,0,0,0,0,0,0,0,2,10,1,6053.8,6053.8
1,75,0,0,0,0,0,0,0,0,0,2,10,1,5916.7,5916.7
1,76,0,0,0,0,0,0,0,0,0,2,10,1,5641.8,5641.8
1,77,0,0,0,0,0,0,0,0,0,2,10,1,5349.2,5349.2
1,78,0,0,0,0,0,0,0,0,0,2,10,1,5065,5065
1,79,0,0,0,0,0,0,0,0,0,2,10,1,4794.4,4794.4
1,80,0,0,0,0,0,0,0,0,0,2,10,1,4538,4538
1,81,0,0,0,0,0,0,0,0,0,2,10,1,4295.1,4295.1
1,82,0,0,0,0,0,0,0,0,0,2,10,1,4065.3,4065.3
1,83,0,0,0,0,0,0,0,0,0,2,10,1,3847.7,3847.7
1,84,0,0,0,0,0,0,0,0,0,2,10,1,3641.8,3641.8
1,85,0,0,0,0,0,0,0,0,0,2,10,1,3446.9,3446.9
1,86,0,0,0,0,0,0,0,0,0,2,10,1,3262.5,3262.5
1,87,0,0,0,0,0,0,0,0,0,2,10,1,3087.9,3087.9
1,88,0,0,0,0,0,0,0,0,0,2,10,1,2922.6,2922.6
1,89,0,0,0,0,0,0,0,0,0,2,10,1,2766.2,2766.2
1,90,0,0,0,0,0,0,0,0,0,2,10,1,2618.2,2618.2
1,91,0,0,0,0,0,0,0,0,0,2,10,1,2478.1,2478.1
1,92,0,0,0,0,0,0,0,0,0,2,10,1,2345.5,2345.5
1,93,0,0,0,0,0,0,0,0,0,2,10,1,2219.9,2219.9
1,94,0,0,0,0,0,0,0,0,0,2,10,1,2101.1,2101.1
1,95,0,0,0,0,0,0,0,0,0,2,10,1,1988.7,1988.7
1,96,0,0,0,0,0,0,0,0,0,2,10,1,1882.3,1882.3
1,97,0,0,0,0,0,0,0,0,0,2,10,1,1781.5,1781.5
1,98,0,0,0,0,0,0,0,0,0,2,10,1,1686.2,1686.2
1,99,0,0,0,0,0,0,0,0,0,2,10,1,1596,1596
1,100,0,0,0,0,0,0,0,0,0,2,10,1,1510.6,1510.6
1,101,0,0,0,0,0,0,0,0,0,2,10,1,1429.7,1429.7
1,102,0,0,0,0,0,0,0,0,0,2,10,1,1353.2,1353.2
1,103,0,0,0,0,0,0,0,0,0,2,10,1,1280.8,1280.8
1,104,0,0,0,0,0,0,0,0,0,2,10,1,1212.3,1212.3
1,105,0,0,0,0,0,0,0,0,0,2,10,1,1147.4,1147.4
1,106,0,0,0,0,0,0,0,0,0,2,10,1,1086,1086
1,107,0,0,0,0,0,0,0,0,0,2,10,1,1027.9,1027.9
1,108,0,0,0,0,0,0,0,0,0,2,10,1,972.86,972.86
1,109,0,0,0,0,0,0,0,0,0,2,10,1,920.8,920.8
1,110,0,0,0,0,0,0,0,0,0,2,10,1,871.52,871.52
1,111,0,0,0,0,0,0,0,0,0,2,10,1,824.88,824.88
1,112,0,0,0,0,0,0,0,0,0,2,10,1,780.74,780.74
1,113,0,0,0,0,0,0,0,0,0,2,10,1,738.96,738.96
1,114,0,0,0,0,0,0,0,0,0,2,10,1,699.41,699.41
1,115,0,0,0,0,0,0,0,0,0,2,10,1,661.98,661.98
1,116,0,0,0,0,0,0,0,0,0,2,10,1,626.56,626.56
1,117,0,0,0,0,0,0,0,0,0,2,10,1,593.03,593.03
1,118,0,0,0,0,0,0,0,0,0,2,10,1,561.29,561.29
1,119,0,0,0,0,0,0,0,0,0,2,10,1,531.25,531.25
1,120,0,0,0,0,0,0,0,0,0,2,10,1,502.82,502.82
1,121,0,0,0,0,0,0,0,0,0,2,10,1,475.91,475.91
1,122,0,0,0,0,0,0,0,0,0,2,10,1,450.45,450.45
1,123,0,0,0,0,0,0,0,0,0,2,10,1,426.34,426.34
1,124,0,0,0,0,0,0,0,0,0,2,10,1,403.52,403.52
1,125,0,0,0,0,0,0,0,0,0,2,10,1,381.93,381.93
1,126,0,0,0,0,0,0,0,0,0,2,10,1,361.49,361.49
1,127,0,0,0,0,0,0,0,0,0,2,10,1,342.15,342.15
1,128,0,0,0,0,0,0,0,0,0,2,10,1,323.84,323.84
1,129,0,0,0,0,0,0,0,0,0,2,10,1,306.51,306.51
1,130,0,0,0,0,0,0,0,0,0,2,10,1,290.1,290.1
2,0,1,100,2,0,24,3,0,12.13,0,2,10,2.23,0,0
2,0,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,1,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,2,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,3,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,4,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,5,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,6,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,7,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,8,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,9,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,10,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,11,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,12,0,0,0,0,0,0,0,12.13,0,2,10,2.23,0,0
2,13,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10629,10629
2,14,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10060,10060
2,15,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9521.9,9521.9
2,16,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9012.3,9012.3
2,17,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8530,8530
2,18,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8073.5,8073.5
2,19,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7641.5,7641.5
2,20,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7232.5,7232.5
2,21,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6845.5,6845.5
2,22,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6479.2,6479.2
2,23,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6132.4,6132.4
2,24,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5804.2,5804.2
2,25,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5493.6,5493.6
2,26,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5199.6,5199.6
2,27,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4921.4,4921.4
2,28,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4658,4658
2,29,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4408.7,4408.7
2,30,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4172.8,4172.8
2,31,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3949.5,3949.5
2,32,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3738.1,3738.1
2,33,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3538.1,3538.1
2,34,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3348.8,3348.8
2,35,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3169.5,3169.5
2,36,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2999.9,2999.9
2,37,0,0,0,0,0,0,0,12.13,0,2,10,2.23,13468,13468
2,38,0,0,0,0,0,0,0,12.13,0,2,10,2.23,12748,12748
2,39,0,0,0,0,0,0,0,12.13,0,2,10,2.23,12065,12065
2,40,0,0,0,0,0,0,0,12.13,0,2,10,2.23,11420,11420
2,41,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10809,10809
2,42,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10230,10230
2,43,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9682.8,9682.8
2,44,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9164.6,9164.6
2,45,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8674.2,8674.2
2,46,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8210,8210
2,47,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7770.6,7770.6
2,48,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7354.8,7354.8
2,49,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6961.2,6961.2
2,50,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6588.6,6588.6
2,51,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6236.1,6236.1
2,52,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5902.3,5902.3
2,53,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5586.5,5586.5
2,54,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5287.5,5287.5
2,55,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5004.6,5004.6
2,56,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4736.7,4736.7
2,57,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4483.2,4483.2
2,58,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4243.3,4243.3
2,59,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4016.2,4016.2
2,60,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3801.3,3801.3
2,61,0,0,0,0,0,0,0,12.13,0,2,10,2.23,14227,14227
2,62,0,0,0,0,0,0,0,12.13,0,2,10,2.23,13466,13466
2,63,0,0,0,0,0,0,0,12.13,0,2,10,2.23,12745,12745
2,64,0,0,0,0,0,0,0,12.13,0,2,10,2.23,12063,12063
2,65,0,0,0,0,0,0,0,12.13,0,2,10,2.23,11417,11417
2,66,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10806,10806
2,67,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10228,10228
2,68,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9680.7,9680.7
2,69,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9162.7,9162.7
2,70,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8672.3,8672.3
2,71,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8208.2,8208.2
2,72,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7769,7769
2,73,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7353.2,7353.2
2,74,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6959.7,6959.7
2,75,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6587.3,6587.3
2,76,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6234.7,6234.7
2,77,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5901.1,5901.1
2,78,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5585.3,5585.3
2,79,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5286.4,5286.4
2,80,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5003.5,5003.5
2,81,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4735.7,4735.7
2,82,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4482.3,4482.3
2,83,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4242.4,4242.4
2,84,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4015.4,4015.4
2,85,0,0,0,0,0,0,0,12.13,0,2,10,2.23,14430,14430
2,86,0,0,0,0,0,0,0,12.13,0,2,10,2.23,13657,13657
2,87,0,0,0,0,0,0,0,12.13,0,2,10,2.23,12926,12926
2,88,0,0,0,0,0,0,0,12.13,0,2,10,2.23,12235,12235
2,89,0,0,0,0,0,0,0,12.13,0,2,10,2.23,11580,11580
2,90,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10960,10960
2,91,0,0,0,0,0,0,0,12.13,0,2,10,2.23,10374,10374
2,92,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9818.6,9818.6
2,93,0,0,0,0,0,0,0,12.13,0,2,10,2.23,9293.2,9293.2
2,94,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8795.8,8795.8
2,95,0,0,0,0,0,0,0,12.13,0,2,10,2.23,8325.1,8325.1
2,96,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7879.6,7879.6
2,97,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7457.9,7457.9
2,98,0,0,0,0,0,0,0,12.13,0,2,10,2.23,7058.8,7058.8
2,99,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6681.1,6681.1
2,100,0,0,0,0,0,0,0,12.13,0,2,10,2.23,6323.5,6323.5
2,101,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5985.1,5985.1
2,102,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5664.8,5664.8
2,103,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5361.7,5361.7
2,104,0,0,0,0,0,0,0,12.13,0,2,10,2.23,5074.8,5074.8
2,105,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4803.2,4803.2
2,106,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4546.1,4546.1
2,107,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4302.9,4302.9
2,108,0,0,0,0,0,0,0,12.13,0,2,10,2.23,4072.6,4072.6
2,109,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3854.6,3854.6
2,110,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3648.4,3648.4
2,111,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3453.1,3453.1
2,112,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3268.3,3268.3
2,113,0,0,0,0,0,0,0,12.13,0,2,10,2.23,3093.4,3093.4
2,114,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2927.9,2927.9
2,115,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2771.2,2771.2
2,116,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2622.9,2622.9
2,117,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2482.5,2482.5
2,118,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2349.7,2349.7
2,119,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2223.9,2223.9
2,120,0,0,0,0,0,0,0,12.13,0,2,10,2.23,2104.9,2104.9
2,121,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1992.3,1992.3
2,122,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1885.7,1885.7
2,123,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1784.7,1784.7
2,124,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1689.2,1689.2
2,125,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1598.8,1598.8
2,126,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1513.3,1513.3
2,127,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1432.3,1432.3
2,128,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1355.6,1355.6
2,129,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1283.1,1283.1
2,130,0,0,0,0,0,0,0,12.13,0,2,10,2.23,1214.4,1214.4
3,0,1,100,2,0,24,3,10,0,0,2,10,1,0,0
3,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0
3,1,0,0,0,0,0,0,0,0,0,2,10,1,486.5,486.5
3,2,0,0,0,0,0,0,0,0,0,2,10,1,946.96,946.96
3,3,0,0,0,0,0,0,0,0,0,2,10,1,1382.8,1382.8
3,4,0,0,0,0,0,0,0,0,0,2,10,1,1795.3,1795.3
3,5,0,0,0,0,0,0,0,0,0,2,10,1,2185.7,2185.7
3,6,0,0,0,0,0,0,0,0,0,2,10,1,2555.2,2555.2
3,7,0,0,0,0,0,0,0,0,0,2,10,1,2905,2905
3,8,0,0,0,0,0,0,0,0,0,2,10,1,3236,3236
3,9,0,0,0,0,0,0,0,0,0,2,10,1,3549.4,3549.4
3,10,0,0,0,0,0,0,0,0,0,2,10,1,3845.9,3845.9
3,11,0,0,0,0,0,0,0,0,0,2,10,1,3640.1,3640.1
3,12,0,0,0,0,0,0,0,0,0,2,10,1,3445.3,3445.3
3,13,0,0,0,0,0,0,0,0,0,2,10,1,3260.9,3260.9
3,14,0,0,0,0,0,0,0,0,0,2,10,1,3086.4,3086.4
3,15,0,0,0,0,0,0,0,0,0,2,10,1,2921.2,2921.2
3,16,0,0,0,0,0,0,0,0,0,2,10,1,2764.9,2764.9
3,17,0,0,0,0,0,0,0,0,0,2,10,1,2617,2617
3,18,0,0,0,0,0,0,0,0,0,2,10,1,2476.9,2476.9
3,19,0,0,0,0,0,0,0,0,0,2,10,1,2344.4,2344.4
3,20,0,0,0,0,0,0,0,0,0,2,10,1,2218.9,2218.9
3,21,0,0,0,0,0,0,0,0,0,2,10,1,2100.2,2100.2
3,22,0,0,0,0,0,0,0,0,0,2,10,1,1987.8,1987.8
3,23,0,0,0,0,0,0,0,0,0,2,10,1,1881.4,1881.4
3,24,0,0,0,0,0,0,0,0,0,2,10,1,1780.7,1780.7
3,25,0,0,0,0,0,0,0,0,0,2,10,1,2171.9,2171.9
3,26,0,0,0,0,0,0,0,0,0,2,10,1,2542.2,2542.2
3,27,0,0,0,0,0,0,0,0,0,2,10,1,2892.6,2892.6
3,28,0,0,0,0,0,0,0,0,0,2,10,1,3224.3,3224.3
3,29,0,0,0,0,0,0,0,0,0,2,10,1,3538.3,3538.3
3,30,0,0,0,0,0,0,0,0,0,2,10,1,3835.4,3835.4
3,31,0,0,0,0,0,0,0,0,0,2,10,1,4116.7,4116.7
3,32,0,0,0,0,0,0,0,0,0,2,10,1,4382.9,4382.9
3,33,0,0,0,0,0,0,0,0,0,2,10,1,4634.8,4634.8
3,34,0,0,0,0,0,0,0,0,0,2,10,1,4873.3,4873.3
3,35,0,0,0,0,0,0,0,0,0,2,10,1,4612.5,4612.5
3,36,0,0,0,0,0,0,0,0,0,2,10,1,4365.7,4365.7
3,37,0,0,0,0,0,0,0,0,0,2,10,1,4132,4132
3,38,0,0,0,0,0,0,0,0,0,2,10,1,3910.9,3910.9
3,39,0,0,0,0,0,0,0,0,0,2,10,1,3701.6,3701.6
3,40,0,0,0,0,0,0,0,0,0,2,10,1,3503.5,3503.5
3,41,0,0,0,0,0,0,0,0,0,2,10,1,3316,3316
3,42,0,0,0,0,0,0,0,0,0,2,10,1,3138.6,3138.6
3,43,0,0,0,0,0,0,0,0,0,2,10,1,2970.6,2970.6
3,44,0,0,0,0,0,0,0,0,0,2,10,1,2811.6,2811.6
3,45,0,0,0,0,0,0,0,0,0,2,10,1,2661.2,2661.2
3,46,0,0,0,0,0,0,0,0,0,2,10,1,2518.8,2518.8
3,47,0,0,0,0,0,0,0,0,0,2,10,1,2384,2384
3,48,0,0,0,0,0,0,0,0,0,2,10,1,2256.4,2256.4
3,49,0,0,0,0,0,0,0,0,0,2,10,1,2622.1,2622.1
3,50,0,0,0,0,0,0,0,0,0,2,10,1,2968.3,2968.3
3,51,0,0,0,0,0,0,0,0,0,2,10,1,3296,3296
3,52,0,0,0,0,0,0,0,0,0,2,10,1,3606.1,3606.1
3,53,0,0,0,0,0,0,0,0,0,2,10,1,3899.6,3899.6
3,54,0,0,0,0,0,0,0,0,0,2,10,1,4177.4,4177.4
3,55,0,0,0,0,0,0,0,0,0,2,10,1,4440.4,4440.4
3,56,0,0,0,0,0,0,0,0,0,2,10,1,4689.2,4689.2
3,57,0,0,0,0,0,0,0,0,0,2,10,1,4924.8,4924.8
3,58,0,0,0,0,0,0,0,0,0,2,10,1,5147.7,5147.7
3,59,0,0,0,0,0,0,0,0,0,2,10,1,4872.3,4872.3
3,60,0,0,0,0,0,0,0,0,0,2,10,1,4611.5,4611.5
3,61,0,0,0,0,0,0,0,0,0,2,10,1,4364.7,4364.7
3,62,0,0,0,0,0,0,0,0,0,2,10,1,4131.2,4131.2
3,63,0,0,0,0,0,0,0,0,0,2,10,1,3910.1,3910.1
3,64,0,0,0,0,0,0,0,0,0,2,10,1,3700.8,3700.8
3,65,0,0,0,0,0,0,0,0,0,2,10,1,3502.8,3502.8
3,66,0,0,0,0,0,0,0,0,0,2,10,1,3315.3,3315.3
3,67,0,0,0,0,0,0,0,0,0,2,10,1,3137.9,3137.9
3,68,0,0,0,0,0,0,0,0,0,2,10,1,2970,2970
3,69,0,0,0,0,0,0,0,0,0,2,10,1,2811,2811
3,70,0,0,0,0,0,0,0,0,0,2,10,1,2660.6,2660.6
3,71,0,0,0,0,0,0,0,0,0,2,10,1,2518.2,2518.2
3,72,0,0,0,0,0,0,0,0,0,2,10,1,2383.5,2383.5
3,73,0,0,0,0,0,0,0,0,0,2,10,1,2742.4,2742.4
3,74,0,0,0,0,0,0,0,0,0,2,10,1,3082.2,3082.2
3,75,0,0,0,0,0,0,0,0,0,2,10,1,3403.7,3403.7
3,76,0,0,0,0,0,0,0,0,0,2,10,1,3708.1,3708.1
3,77,0,0,0,0,0,0,0,0,0,2,10,1,3996.1,3996.1
3,78,0,0,0,0,0,0,0,0,0,2,10,1,4268.8,4268.8
3,79,0,0,0,0,0,0,0,0,0,2,10,1,4526.8,4526.8
3,80,0,0,0,0,0,0,0,0,0,2,10,1,4771.1,4771.1
3,81,0,0,0,0,0,0,0,0,0,2,10,1,5002.2,5002.2
3,82,0,0,0,0,0,0,0,0,0,2,10,1,5221.1,5221.1
3,83,0,0,0,0,0,0,0,0,0,2,10,1,4941.6,4941.6
3,84,0,0,0,0,0,0,0,0,0,2,10,1,4677.2,4677.2
3,85,0,0,0,0,0,0,0,0,0,2,10,1,4426.9,4426.9
3,86,0,0,0,0,0,0,0,0,0,2,10,1,4190,4190
3,87,0,0,0,0,0,0,0,0,0,2,10,1,3965.8,3965.8
3,88,0,0,0,0,0,0,0,0,0,2,10,1,3753.5,3753.5
3,89,0,0,0,0,0,0,0,0,0,2,10,1,3552.7,3552.7
3,90,0,0,0,0,0,0,0,0,0,2,10,1,3362.5,3362.5
3,91,0,0,0,0,0,0,0,0,0,2,10,1,3182.6,3182.6
3,92,0,0,0,0,0,0,0,0,0,2,10,1,3012.3,3012.3
3,93,0,0,0,0,0,0,0,0,0,2,10,1,2851.1,2851.1
3,94,0,0,0,0,0,0,0,0,0,2,10,1,2698.5,2698.5
