C,ID,time,evid,amt,cmt,ss,ii,addl,rate,LAGT,MODE,DUR2,RAT2,BIOAV,DV,CP
.,2,23,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6132.4
.,2,24,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5804.2
.,2,25,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5493.6
.,2,26,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5199.6
.,2,27,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4921.4
.,2,28,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4658
.,2,29,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4408.7
.,2,30,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4172.8
.,2,31,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3949.5
.,2,32,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3738.1
.,2,33,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3538.1
.,2,34,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3348.8
.,2,35,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3169.5
.,2,36,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2999.9
.,2,37,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,13468
.,2,38,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,12748
.,2,39,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,12065
.,2,40,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,11420
.,2,41,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,10809
.,2,42,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,10230
.,2,43,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,9682.8
.,2,44,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,9164.6
.,2,45,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,8674.2
.,2,46,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,8210
.,2,47,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7770.6
.,2,48,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7354.8
.,2,49,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6961.2
.,2,50,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6588.6
.,2,51,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6236.1
.,2,52,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5902.3
.,2,53,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5586.5
.,2,54,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5287.5
.,2,55,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5004.6
.,2,56,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4736.7
.,2,57,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4483.2
.,2,58,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4243.3
.,2,59,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4016.2
.,2,60,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3801.3
.,2,61,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,14227
.,2,62,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,13466
.,2,63,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,12745
.,2,64,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,12063
.,2,65,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,11417
.,2,66,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,10806
.,2,67,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,10228
.,2,68,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,9680.7
.,2,69,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,9162.7
.,2,70,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,8672.3
.,2,71,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,8208.2
.,2,72,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7769
.,2,73,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7353.2
.,2,74,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6959.7
.,2,75,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6587.3
.,2,76,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6234.7
.,2,77,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5901.1
.,2,78,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5585.3
.,2,79,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5286.4
.,2,80,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5003.5
.,2,81,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4735.7
.,2,82,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4482.3
.,2,83,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4242.4
.,2,84,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4015.4
.,2,85,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,14430
.,2,86,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,13657
.,2,87,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,12926
.,2,88,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,12235
.,2,89,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,11580
.,2,90,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,10960
.,2,91,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,10374
.,2,92,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,9818.6
.,2,93,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,9293.2
.,2,94,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,8795.8
.,2,95,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,8325.1
.,2,96,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7879.6
.,2,97,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7457.9
.,2,98,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,7058.8
.,2,99,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6681.1
.,2,100,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,6323.5
.,2,101,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5985.1
.,2,102,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5664.8
.,2,103,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5361.7
.,2,104,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,5074.8
.,2,105,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4803.2
.,2,106,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4546.1
.,2,107,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4302.9
.,2,108,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,4072.6
.,2,109,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3854.6
.,2,110,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3648.4
.,2,111,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3453.1
.,2,112,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3268.3
.,2,113,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,3093.4
.,2,114,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2927.9
.,2,115,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2771.2
.,2,116,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2622.9
.,2,117,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2482.5
.,2,118,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2349.7
.,2,119,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2223.9
.,2,120,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,2104.9
.,2,121,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1992.3
.,2,122,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1885.7
.,2,123,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1784.7
.,2,124,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1689.2
.,2,125,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1598.8
.,2,126,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1513.3
.,2,127,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1432.3
.,2,128,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1355.6
.,2,129,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1283.1
.,2,130,0,0,2,0,0,0,0,12.13,0,2,10,2.23,.,1214.4
.,3,0,1,100,2,0,24,3,10,0,0,2,10,1,.,0
.,3,0,0,0,2,0,0,0,0,0,0,2,10,1,.,0
.,3,1,0,0,2,0,0,0,0,0,0,2,10,1,.,486.5
.,3,2,0,0,2,0,0,0,0,0,0,2,10,1,.,946.96
.,3,3,0,0,2,0,0,0,0,0,0,2,10,1,.,1382.8
.,3,4,0,0,2,0,0,0,0,0,0,2,10,1,.,1795.3
.,3,5,0,0,2,0,0,0,0,0,0,2,10,1,.,2185.7
.,3,6,0,0,2,0,0,0,0,0,0,2,10,1,.,2555.2
.,3,7,0,0,2,0,0,0,0,0,0,2,10,1,.,2905
.,3,8,0,0,2,0,0,0,0,0,0,2,10,1,.,3236
.,3,9,0,0,2,0,0,0,0,0,0,2,10,1,.,3549.4
.,3,10,0,0,2,0,0,0,0,0,0,2,10,1,.,3845.9
.,3,11,0,0,2,0,0,0,0,0,0,2,10,1,.,3640.1
.,3,12,0,0,2,0,0,0,0,0,0,2,10,1,.,3445.3
.,3,13,0,0,2,0,0,0,0,0,0,2,10,1,.,3260.9
.,3,14,0,0,2,0,0,0,0,0,0,2,10,1,.,3086.4
.,3,15,0,0,2,0,0,0,0,0,0,2,10,1,.,2921.2
.,3,16,0,0,2,0,0,0,0,0,0,2,10,1,.,2764.9
.,3,17,0,0,2,0,0,0,0,0,0,2,10,1,.,2617
.,3,18,0,0,2,0,0,0,0,0,0,2,10,1,.,2476.9
.,3,19,0,0,2,0,0,0,0,0,0,2,10,1,.,2344.4
.,3,20,0,0,2,0,0,0,0,0,0,2,10,1,.,2218.9
.,3,21,0,0,2,0,0,0,0,0,0,2,10,1,.,2100.2
.,3,22,0,0,2,0,0,0,0,0,0,2,10,1,.,1987.8
.,3,23,0,0,2,0,0,0,0,0,0,2,10,1,.,1881.4
.,3,24,0,0,2,0,0,0,0,0,0,2,10,1,.,1780.7
.,3,25,0,0,2,0,0,0,0,0,0,2,10,1,.,2171.9
.,3,26,0,0,2,0,0,0,0,0,0,2,10,1,.,2542.2
.,3,27,0,0,2,0,0,0,0,0,0,2,10,1,.,2892.6
.,3,28,0,0,2,0,0,0,0,0,0,2,10,1,.,3224.3
.,3,29,0,0,2,0,0,0,0,0,0,2,10,1,.,3538.3
.,3,30,0,0,2,0,0,0,0,0,0,2,10,1,.,3835.4
.,3,31,0,0,2,0,0,0,0,0,0,2,10,1,.,4116.7
.,3,32,0,0,2,0,0,0,0,0,0,2,10,1,.,4382.9
.,3,33,0,0,2,0,0,0,0,0,0,2,10,1,.,4634.8
.,3,34,0,0,2,0,0,0,0,0,0,2,10,1,.,4873.3
.,3,35,0,0,2,0,0,0,0,0,0,2,10,1,.,4612.5
.,3,36,0,0,2,0,0,0,0,0,0,2,10,1,.,4365.7
.,3,37,0,0,2,0,0,0,0,0,0,2,10,1,.,4132
.,3,38,0,0,2,0,0,0,0,0,0,2,10,1,.,3910.9
.,3,39,0,0,2,0,0,0,0,0,0,2,10,1,.,3701.6
.,3,40,0,0,2,0,0,0,0,0,0,2,10,1,.,3503.5
.,3,41,0,0,2,0,0,0,0,0,0,2,10,1,.,3316
.,3,42,0,0,2,0,0,0,0,0,0,2,10,1,.,3138.6
.,3,43,0,0,2,0,0,0,0,0,0,2,10,1,.,2970.6
.,3,44,0,0,2,0,0,0,0,0,0,2,10,1,.,2811.6
.,3,45,0,0,2,0,0,0,0,0,0,2,10,1,.,2661.2
.,3,46,0,0,2,0,0,0,0,0,0,2,10,1,.,2518.8
.,3,47,0,0,2,0,0,0,0,0,0,2,10,1,.,2384
.,3,48,0,0,2,0,0,0,0,0,0,2,10,1,.,2256.4
.,3,49,0,0,2,0,0,0,0,0,0,2,10,1,.,2622.1
.,3,50,0,0,2,0,0,0,0,0,0,2,10,1,.,2968.3
.,3,51,0,0,2,0,0,0,0,0,0,2,10,1,.,3296
.,3,52,0,0,2,0,0,0,0,0,0,2,10,1,.,3606.1
.,3,53,0,0,2,0,0,0,0,0,0,2,10,1,.,3899.6
.,3,54,0,0,2,0,0,0,0,0,0,2,10,1,.,4177.4
.,3,55,0,0,2,0,0,0,0,0,0,2,10,1,.,4440.4
.,3,56,0,0,2,0,0,0,0,0,0,2,10,1,.,4689.2
.,3,57,0,0,2,0,0,0,0,0,0,2,10,1,.,4924.8
.,3,58,0,0,2,0,0,0,0,0,0,2,10,1,.,5147.7
.,3,59,0,0,2,0,0,0,0,0,0,2,10,1,.,4872.3
.,3,60,0,0,2,0,0,0,0,0,0,2,10,1,.,4611.5
.,3,61,0,0,2,0,0,0,0,0,0,2,10,1,.,4364.7
.,3,62,0,0,2,0,0,0,0,0,0,2,10,1,.,4131.2
.,3,63,0,0,2,0,0,0,0,0,0,2,10,1,.,3910.1
.,3,64,0,0,2,0,0,0,0,0,0,2,10,1,.,3700.8
.,3,65,0,0,2,0,0,0,0,0,0,2,10,1,.,3502.8
.,3,66,0,0,2,0,0,0,0,0,0,2,10,1,.,3315.3
.,3,67,0,0,2,0,0,0,0,0,0,2,10,1,.,3137.9
.,3,68,0,0,2,0,0,0,0,0,0,2,10,1,.,2970
.,3,69,0,0,2,0,0,0,0,0,0,2,10,1,.,2811
.,3,70,0,0,2,0,0,0,0,0,0,2,10,1,.,2660.6
.,3,71,0,0,2,0,0,0,0,0,0,2,10,1,.,2518.2
.,3,72,0,0,2,0,0,0,0,0,0,2,10,1,.,2383.5
.,3,73,0,0,2,0,0,0,0,0,0,2,10,1,.,2742.4
.,3,74,0,0,2,0,0,0,0,0,0,2,10,1,.,3082.2
.,3,75,0,0,2,0,0,0,0,0,0,2,10,1,.,3403.7
.,3,76,0,0,2,0,0,0,0,0,0,2,10,1,.,3708.1
.,3,77,0,0,2,0,0,0,0,0,0,2,10,1,.,3996.1
.,3,78,0,0,2,0,0,0,0,0,0,2,10,1,.,4268.8
.,3,79,0,0,2,0,0,0,0,0,0,2,10,1,.,4526.8
.,3,80,0,0,2,0,0,0,0,0,0,2,10,1,.,4771.1
.,3,81,0,0,2,0,0,0,0,0,0,2,10,1,.,5002.2
.,3,82,0,0,2,0,0,0,0,0,0,2,10,1,.,5221.1
.,3,83,0,0,2,0,0,0,0,0,0,2,10,1,.,4941.6
.,3,84,0,0,2,0,0,0,0,0,0,2,10,1,.,4677.2
.,3,85,0,0,2,0,0,0,0,0,0,2,10,1,.,4426.9
.,3,86,0,0,2,0,0,0,0,0,0,2,10,1,.,4190
.,3,87,0,0,2,0,0,0,0,0,0,2,10,1,.,3965.8
.,3,88,0,0,2,0,0,0,0,0,0,2,10,1,.,3753.5
.,3,89,0,0,2,0,0,0,0,0,0,2,10,1,.,3552.7
.,3,90,0,0,2,0,0,0,0,0,0,2,10,1,.,3362.5
.,3,91,0,0,2,0,0,0,0,0,0,2,10,1,.,3182.6
.,3,92,0,0,2,0,0,0,0,0,0,2,10,1,.,3012.3
.,3,93,0,0,2,0,0,0,0,0,0,2,10,1,.,2851.1
.,3,94,0,0,2,0,0,0,0,0,0,2,10,1,.,2698.5
.,3,95,0,0,2,0,0,0,0,0,0,2,10,1,.,2554.1
.,3,96,0,0,2,0,0,0,0,0,0,2,10,1,.,2417.4
.,3,97,0,0,2,0,0,0,0,0,0,2,10,1,.,2288
.,3,98,0,0,2,0,0,0,0,0,0,2,10,1,.,2165.6
.,3,99,0,0,2,0,0,0,0,0,0,2,10,1,.,2049.7
